episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,perf/cpu_util_percent,perf/ram_util_percent,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles
13640.0,-36750.0,2006.5,4000.0,0,2000,False,88500,20,39,1cea942ee6e04492b797d596ced16778,2020-06-12_21-55-54,1591998954,13.270881175994873,489.8523097038269,60524,nid03830,10.236.16.110,489.8523097038269,88500,39,88500,88500,1770,0,0.6421052631578947,2.7,221.06,24.014,nan,nan,3246.497,177,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,2006.5,4000.0,0,2000,False,90500,20,40,1cea942ee6e04492b797d596ced16778,2020-06-12_21-56-07,1591998967,13.191901922225952,503.04421162605286,60524,nid03830,10.236.16.110,503.04421162605286,90500,40,90500,90500,1810,0,0.6631578947368422,2.7,207.577,24.184,nan,nan,3260.42,181,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,2006.5,4000.0,0,2000,False,92500,20,41,1cea942ee6e04492b797d596ced16778,2020-06-12_21-56-21,1591998981,13.500468969345093,516.544680595398,60524,nid03830,10.236.16.110,516.544680595398,92500,41,92500,92500,1850,0,0.6684210526315789,2.7,227.5,25.863,nan,nan,3326.076,185,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3056.818181818182,4000.0,2,2000,False,94500,22,42,1cea942ee6e04492b797d596ced16778,2020-06-12_21-56-34,1591998994,13.535300970077515,530.0799815654755,60524,nid03830,10.236.16.110,530.0799815654755,94500,42,94500,94500,1890,0,0.65,2.7,225.947,24.7,nan,nan,3356.039,189,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3514.3478260869565,4000.0,1,1500,False,96000,23,43,1cea942ee6e04492b797d596ced16778,2020-06-12_21-56-47,1591999007,12.369764804840088,542.4497463703156,60524,nid03830,10.236.16.110,542.4497463703156,96000,43,96000,96000,1926,0,0.6294117647058824,2.7,266.063,24.45,nan,nan,3326.952,192,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3514.3478260869565,4000.0,0,2000,False,98000,23,44,1cea942ee6e04492b797d596ced16778,2020-06-12_21-56-58,1591999018,11.375738859176636,553.8254852294922,60524,nid03830,10.236.16.110,553.8254852294922,98000,44,98000,98000,1960,0,0.675,2.7,280.549,22.223,nan,nan,3337.362,196,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3514.3478260869565,4000.0,0,1500,False,99500,23,45,1cea942ee6e04492b797d596ced16778,2020-06-12_21-57-11,1591999031,12.52039647102356,566.3458817005157,60524,nid03830,10.236.16.110,566.3458817005157,99500,45,99500,99500,1996,0,0.6166666666666667,2.7,263.553,22.496000000000002,nan,nan,3404.742,199,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3907.9166666666665,4000.0,1,2000,False,101500,24,46,1cea942ee6e04492b797d596ced16778,2020-06-12_21-57-22,1591999042,11.549039602279663,577.8949213027954,60524,nid03830,10.236.16.110,577.8949213027954,101500,46,101500,101500,2030,0,0.6764705882352942,2.7,271.922,22.452,nan,nan,3277.547,203,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3907.9166666666665,4000.0,0,1500,False,103000,24,47,1cea942ee6e04492b797d596ced16778,2020-06-12_21-57-35,1591999055,12.528380870819092,590.4233021736145,60524,nid03830,10.236.16.110,590.4233021736145,103000,47,103000,103000,2066,0,0.6352941176470589,2.7,268.736,23.712,nan,nan,3436.03,206,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3907.9166666666665,4000.0,0,2000,False,105000,24,48,1cea942ee6e04492b797d596ced16778,2020-06-12_21-57-47,1591999067,11.712969064712524,602.136271238327,60524,nid03830,10.236.16.110,602.136271238327,105000,48,105000,105000,2100,0,0.6647058823529413,2.7,274.448,23.934,nan,nan,3303.71,210,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3907.9166666666665,4000.0,0,1500,False,106500,24,49,1cea942ee6e04492b797d596ced16778,2020-06-12_21-57-59,1591999079,12.685665607452393,614.8219368457794,60524,nid03830,10.236.16.110,614.8219368457794,106500,49,106500,106500,2136,0,0.6222222222222222,2.7,266.55400000000003,24.561,nan,nan,3459.582,213,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,3907.9166666666665,4000.0,0,2000,False,108500,24,50,1cea942ee6e04492b797d596ced16778,2020-06-12_21-58-11,1591999091,11.886892318725586,626.708829164505,60524,nid03830,10.236.16.110,626.708829164505,108500,50,108500,108500,2170,0,0.6823529411764706,2.7,283.271,23.967,nan,nan,3349.561,217,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
